id;epi;travee;tablette;cote;ordre;lieu;format;auteur;titre;annee;tome;etat;commentaire
646;10;40;1;8 T 7;;;in-8;GOULAS, Nicolas;Mémoires de Nicolas Goulas;1879;;bon;
647;10;40;1;8 T 7;;;in-8;GOULAS, Nicolas;Mémoires de Nicolas Goulas;1879;;bon;
648;10;40;1;8 T 7;;;in-8;GOULAS, Nicolas;Mémoires de Nicolas Goulas;1882;;bon;
649;10;40;1;8 T 8;;;in-8;DU PLESSIS-BESANCON;Mémoires de du Plessis-Besançon;1892;;bon;
650;10;40;1;8 T 9;;;in-8;PERRAULT, Charles et PERRAULT, Claude;Mémoires de ma vie par Charles Perrault,Voyage à Bordeaux par Claude Perrault;1909;;bon;
651;10;40;1;8 T 10;;;in-8;DUVAUX, Lazare;Livre-Journal de Lazare Duvaux (tome I);1873;;bon;
652;10;40;1;8 T 10;;;in-8;DUVAUX, Lazare;Livre-Journal de Lazare Duvaux (tome II);1873;;bon;
653;10;40;1;8 T 11;;;in-8;FARELLE, de la ;Deux officiers Français au XVIIe siècle: Mémoires et correspondance du chevalier et du général de la Farelle;1896;;bon;1,19 m
654;10;40;2;8 T 12;;;in-8;TOUSSAINT, François-Vincent;Anecdotes curieuses de la cour de France sous le règne de Louis XV;1908;;bon;
655;10;40;2;8 T 13;;;in-8;BASCHET, Armand;Le duc de Saint-Simon;1874;;bon;
656;10;40;2;8 T 13;;;in-8;CHERUEL, A. (8 T 13 bis);Saint Simon consideré comme l'historien de Louis XIV;1864;BIS;bon;
657;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T I;1928;;bon;
658;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T II;1930;;bon;
659;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T III;1905;;bon;
660;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T IV;1906;;bon;
661;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T V;1908;;bon;
662;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon TVI;1909;;bon;
663;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T VII;1910;;bon;
664;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T VIII;1911;;bon;
665;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T IX;1912;;bon;
666;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T X;1913;;bon;
667;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon TXI;1914;;bon;
668;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XII;1915;;bon;
669;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XIII;1916;;bon;
670;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XIV;1919;;bon;
671;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XV;1918;;bon;
672;10;40;2;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XVI;1920;;bon;
673;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XVII;1921;;bon;
674;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XVIII;1922;;bon;
675;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XIX;1923;;bon;
676;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XX;1923;;bon;
677;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXI;1924;;bon;
678;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXII;1925;;bon;
679;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXIII;1926;;bon;
680;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXIV;1927;;bon;
681;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXV;1928;;bon;1,20 m 
682;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXVI;1879;;bon;
683;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXVII;1879;;bon;
684;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXVIII;1881;;bon;
685;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXIX;1884;;bon;
686;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXX;1886;;bon;
687;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXI;1888;;bon;
688;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXII;1890;;bon;
689;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXIII;1891;;bon;
690;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXIV;1892;;bon;
691;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXV;1893;;bon;
692;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXVI;1895;;bon;
693;10;40;3;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXVII;1896;;bon;
694;10;40;4;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXVIII;1897;;bon;
695;10;40;4;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XXXIX;1899;;bon;
696;10;40;4;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XL;1901;;bon;
697;10;40;4;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon T XLI;1902;;bon;
698;10;40;4;8 T 14;;;in-8;DE SAINT-SIMON;Mémoires de Saint Simon Table générale;1903;;bon;1,17 m 
699;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome premier);1854;;bon;
700;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome second);1854;;bon;
701;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome troisième);1854;;bon;
702;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome quatrième);1855;;bon;
703;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome cinquième);1855;;bon;
704;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome sixième);1856;;bon;
705;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome septième);1856;;bon;
706;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome huitième);1856;;bon;
707;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome nauvième);1857;;bon;
708;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome dixième);1857;;bon;
709;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome onzième);1857;;bon;
710;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome douzième);1857;;bon;
711;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome treizième);1858;;bon;
712;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome quatorzième);1858;;bon;
713;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome quinzième);1858;;bon;
714;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome seizième);1859;;bon;
715;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome dix-septième);1859;;bon;
716;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome dix-huitième);1860;;bon;
717;10;40;4;8 T 15;;;in-8;DE DANGEAU;Journal du Marquis de Dangeau (tome dix-neuvième);1860;;bon;
718;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome premier);1882;;bon;
719;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome second);1883;;bon;
720;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome trosième);1884;;bon;
721;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome quatrième);1885;;bon;
722;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome cinquième);1885;;bon;
723;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome sixième);1886;;bon;
724;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome septième);1888;;bon;
725;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome huitième);1888;;bon;
726;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome neuvième);1889;;bon;
727;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome dixième);1890;;bon;
728;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome onzième);1891;;bon;
729;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome douzième);1892;;bon;
730;10;40;4;8 T 16;;;in-8;DE SOURCHES;Mémoires du Marquis de Sourches (tome treizième);1893;;bon;
731;10;40;5;8 T 17;;;in-8;BARBIER, J. F. ;Journal historique et anecdotique du règne de Louis XV (tome premier);1847;;bon;
732;10;40;5;8 T 17;;;in-8;BARBIER, J. F. ;Journal historique et anecdotique du règne de Louis XV (tome second);1849;;bon;
733;10;40;5;8 T 17;;;in-8;BARBIER, J. F. ;Journal historique et anecdotique du règne de Louis XV (tome troisième);1851;;bon;
734;10;40;5;8 T 17;;;in-8;BARBIER, J. F. ;Journal historique et anecdotique du règne de Louis XV (tome quatrième);1856;;bon;
735;10;40;5;8 T 18;;;in-8;BUVAT, Jean;Journal de la régence (tome premier);1865;;bon;
736;10;40;5;8 T 18;;;in-8;BUVAT, Jean;Journal de la régence (tome second);1865;;bon;1,20 m 
737;10;40;5;8 T 19;;;in-8;MONTAIGNE, Michel de;oeuvres complètes de Michel de Montaigne: Journal de voyage en Italie (I);1928;;bon;
738;10;40;5;8 T 19;;;in-8;MONTAIGNE, Michel de;oeuvres complètes de Michel de Montaigne: Journal de voyage en Italie (II);1929;;bon;
739;10;40;5;8 T 19;;;in-8;MONTAIGNE, Michel de;oeuvres complètes de Michel de Montaigne: Journal de voyage en Italie ;1946;;mauvais;
740;10;40;5;8 T 20;;;in-8;DOUMIC, René;Saint Simon;1920;;bon;
741;10;40;5;8 T 21;;;in-8;FROULLAY, Victoire de;Souvenirs de la Marquise de Créquy (tome premier et second);s.d.;;bon;
742;10;40;5;8 T 21;;;in-8;FROULLAY, Victoire de;Souvenirs de la Marquise de Créquy (tome troisième et quatrième);s.d.;;bon;
743;10;40;5;8 T 21;;;in-8;FROULLAY, Victoire de;Souvenirs de la Marquise de Créquy (tome cinquième et sixième);s.d.;;bon;
744;10;40;5;8 T 21;;;in-8;FROULLAY, Victoire de;Souvenirs de la Marquise de Créquy (tome septième et huitième);s.d.;;bon;
745;10;40;5;8 T 21;;;in-8;FROULLAY, Victoire de;Souvenirs de la Marquise de Créquy (tome neuvième et dixième);s.d.;;bon;
746;10;40;5;8 T 22;;;in-8;MARMONTEL;Mémoires de Marmontel (tome premier);1891;;bon;
747;10;40;5;8 T 22;;;in-8;MARMONTEL;Mémoires de Marmontel (tome second);1891;;bon;
748;10;40;5;8 T 22;;;in-8;MARMONTEL;Mémoires de Marmontel (tome troisième);1891;;bon;
749;10;40;5;8 T 23;;;in-8;LOUVAI DE COUVRAI;Mémoires de Louvai de Couvrai (tome premier);1889;;bon;
750;10;40;5;8 T 23;;;in-8;LOUVAI DE COUVRAI;Mémoires de Louvai de Couvrai (tome second);1889;;bon;
751;10;40;5;8 T 24;;;in-8;DE RUYANT DE CAMBRONNE, Denis-Joseph-Thomas;Un capitaine au régiment du Roi;1894;;bon;
752;10;40;5;8 T 25;;;in-8;DE RICHELIEU;Mémoires du Maréchal de Richelieu (tome premier);1930;;bon;
753;10;40;5;8 T 25;;;in-8;DE RICHELIEU;Mémoires du Maréchal de Richelieu (tome second);1930;;bon;
754;10;40;5;8 T 25;;;in-8;DE RICHELIEU;Mémoires du Maréchal de Richelieu (tome troisième);1930;;bon;
755;10;40;5;8 T 26;;;in-12;DE STAAL;Mémoires de Madame de Staal (Mademoiselle Delaunay) (tome I);1877;;bon;
756;10;40;5;8 T 26;;;in-12;DE STAAL;Mémoires de Madame de Staal (Mademoiselle Delaunay) (tome II);1877;;bon;
757;10;40;5;8 T 27;;;in-8;CHOISY, abbé de;Mémoires de l'abbé de Choisy (tome premier);1888;;bon;
758;10;40;5;8 T 27;;;in-8;CHOISY, abbé de;Mémoires de l'abbé de Choisy (tome second);1888;;bon;
759;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (première série);1866;;bon;
760;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (seconde série);1866;;bon;
761;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (troisième série);1877;;bon;
762;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (quatrième série);1862;;bon;
763;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (cinquième série);1866;;bon;
764;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (sixième série);1866;;bon;
765;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (septième série);1857;;bon;
766;10;40;5;8 T 28;;;in-8;BARBIER;Chronique de la Régence et du règne de Louis XV (huitième série);1877;;bon;
767;10;40;5;8 T 29;;;in-8;OBERKIRCH;Mémoires de la baronne d'Oberkirch (tome premier);s.d.;;bon;
768;10;40;5;8 T 29;;;in-8;OBERKIRCH;Mémoires de la baronne d'Oberkirch (tome second);s.d.;;bon;
769;10;40;6;8 T 31;;;in-8;DE FARS FAUSSELANDRY;Mémoires de Madame la Vicomtesse de Fars Fausselandry (tome premier);1830;;bon;
770;10;40;6;8 T 31;;;in-8;DE FARS FAUSSELANDRY;Mémoires de Madame la Vicomtesse de Fars Fausselandry (tome second);1830;;bon;
771;10;40;6;8 T 31;;;in-8;DE FARS FAUSSELANDRY;Mémoires de Madame la Vicomtesse de Fars Fausselandry (tome troisième);1830;;bon;
772;10;40;6;8 T 32;;;in-8;PIDANSAT, FAVROLLE;Madame du Barry;s.d.;;bon;
773;10;40;6;8 T 33;;;in-8;NOUGARET de FAYET;Le duc d'Engheim;s.d.;;bon;
774;10;40;6;8 T 34;;;in-8;DE TILLY;Mémoires du comte Alexandre de Tilly (tome I);1929;;bon;
775;10;40;6;8 T 34;;;in-8;DE TILLY;Mémoires du comte Alexandre de Tilly (tome II);1929;;bon;
776;10;40;6;8 T 35;;;in-8;DE MATHEI, Charles;Souvenirs du Marquis de Valfons;s.d.;;bon;
777;10;40;6;8 T 36;;;in-8;PION DES LOCHES;Mes campagnes;1889;;bon;1,19 m 
778;10;40;6;8 T 37;;;in-8;ROCHEFOUCAULD, François de la ;Souvenirs du 10 août 1792 et de l'armée de Bourbon;1929;;bon;
779;10;40;6;8 T 38;;;in-8;DE SAULX-TAVANES;Sur les routes de l'émigration: mémoires de la duchesse de Saulx-Tavanes;1934;;bon;
780;10;40;6;8 T 39;;;in-8;RETIF DE LA BRETONNE, Ed.;Retif de la Bretonne;1928;;mauvais;
781;10;40;6;8 T 40;;;in-8;DU HAUSSET;Mémoires de Madame du Hausset;1924;;bon;
782;10;40;6;8 T 41;;;in-8;LOCKROY, Édouard;Journal d'une Bourgeoise pendant la Revolution;1881;;bon;
783;10;40;6;8 T 42;;;in-8;BIRE, Edmond;Journal d'un Bourgeois de Paris pendant la Terreur (I);1898;;bon;
784;10;40;6;8 T 42;;;in-8;BIRE, Edmond;Journal d'un Bourgeois de Paris pendant la Terreur (II);1897;;bon;
785;10;40;6;8 T 42;;;in-8;BIRE, Edmond;Journal d'un Bourgeois de Paris pendant la Terreur (III);1899;;bon;
786;10;40;6;8 T 42;;;in-8;BIRE, Edmond;Journal d'un Bourgeois de Paris pendant la Terreur (IV);1897;;bon;
787;10;40;6;8 T 42;;;in-8;BIRE, Edmond;Journal d'un Bourgeois de Paris pendant la Terreur (V);1898;;bon;
788;10;40;6;8 T 43;;;in-8;DURAS, duchesse de;Journal des prisons de mon père, de ma mère et des miennes;1889;;bon;
789;10;40;6;8 T 44;;;in-8;KOTZEBUE, Auguste;Souvenirs de Paris en 1804;1805;;bon;
790;10;40;6;8 T 44;;;in-8;KOTZEBUE, Auguste;Souvenirs de Paris en 1805;1805;;bon;
791;10;40;6;8 T 45;;;in-12;DE JOUY, E.;L'Hermite de la Chaussée-d'Antin (tome premier);1815;;bon;
792;10;40;6;8 T 45;;;in-12;DE JOUY, E.;L'Hermite de la Chaussée-d'Antin (tome second);1815;;bon;
793;10;40;6;8 T 45;;;in-12;DE JOUY, E.;L'Hermite de la Chaussée-d'Antin (tome troisième);1817;;bon;
794;10;40;6;8 T 45;;;in-12;DE JOUY, E.;L'Hermite de la Chaussée-d'Antin (tome quatrième);1817;;bon;
795;10;40;6;8 T 45;;;in-12;DE JOUY, E.;L'Hermite de la Chaussée-d'Antin (tome cinquième);1817;;bon;
796;10;40;6;8 T 46;;;in-12;DE JOUY, E.;Guillaume le franc-parleur (tome premier);s.d.;;bon;
797;10;40;6;8 T 46;;;in-12;DE JOUY, E.;Guillaume le franc-parleur (tome second);1817;;bon;
798;10;40;6;8 T 47;;;in-12;DE JOUY, E.;L'Hermite de la Guiane (tome premier);1817;;bon;
799;10;40;6;8 T 47;;;in-12;DE JOUY, E.;L'Hermite de la Guiane (tome second);1817;;bon;
800;10;40;6;8 T 47;;;in-12;DE JOUY, E.;L'Hermite de la Guiane (tome troisième);1818;;bon;
801;10;40;6;8 T 48;;;in-12;DE JOUY, E.;L'Hermite en Province (tome premier);1818;;bon;
802;10;40;6;8 T 48;;;in-12;DE JOUY, E.;L'Hermite en Province (tome second);1819;;bon;
803;10;40;6;8 T 48;;;in-12;DE JOUY, E.;L'Hermite en Province (tome troisième);1822;;bon;
804;10;40;6;8 T 48;;;in-12;DE JOUY, E.;L'Hermite en Province (tome quatrième);1822;;bon;
805;10;40;6;8 T 48;;;in-12;DE JOUY, E.;L'Hermite en Province (tome cinquième);1825;;bon;
806;10;40;6;8 T 49;;;in-12;DE JOUY, E. et JAY, A.;Les Hermites en prison (tome premier);1826;;bon;
807;10;40;6;8 T 49;;;in-12;DE JOUY, E. et JAY, A.;Les Hermites en prison (tome second);1826;;bon;
808;10;40;6;8 T 50;;;in-12;DE JOUY, E. et JAY, A.;Les Hermites en liberté (tome premier);1824;;bon;
809;10;40;6;8 T 50;;;in-12;DE JOUY, E. et JAY, A.;Les Hermites en liberté (tome second);1824;;bon;
810;10;40;6;8 T 50;;;in-12;DE JOUY, E. et JAY, A.;Les Hermites en liberté (tome troisième);1824;;bon;
811;10;40;7;8 T 51;;;in-12;DE JOUY, E.;L'Hermite de Londres (tome premier);1822;;bon;
812;10;40;7;8 T 51;;;in-12;DE JOUY, E.;L'Hermite de Londres (tome second);1821;;bon;
813;10;40;7;8 T 51;;;in-12;DE JOUY, E.;L'Hermite de Londres (tome troisième);1821;;bon;
814;10;40;7;8 T 52;;;in-12;DE VILLIERS DU TERRAGE, E.;Journal et souvenirs sur l'Expedition d'Egypte;1899;;bon;
815;10;40;7;8 T 53;;;in-8;collectif;Paris en 1814: journal inédit de Madame de Marigny;1907;;bon;
816;10;40;7;8 T 54;;;in-8;BRICARD;Journal du cannonier Bricard;1894;;bon;
817;10;40;7;8 T 55;;;in-8;BARRES, Maurice;Souvenirs d'un officier de la grande armée ;s.d.;;bon;
818;10;40;7;8 T 56;;;in-8;CHLAPOWSKI, Désiré;Mémoires sur les guerres de Napoléon;1908;;bon;
819;10;40;7;8 T 57;;;in-8;ROBINAUX;Journal de route du capitaine Robinaux;1908;;bon;
820;10;40;7;8 T 58;;;in-8;PAULIN;Les souvenirs du général Bon Paulin;1895;;bon;
821;10;40;7;8 T 59;;;in-8;BILLON, François-Frédéric;Souvenirs d'un vélite de la garde sous Napoléon 1er;1905;;bon;
822;10;40;7;8 T 60;;;in-8;LE GRAND DE MERCEY, général baron ;Le général le Grand baron de Mercey;1903;;bon;
823;10;40;7;8 T 61;;;in-8;DE NADAILLAC D'ESCARS;Mémoires de la Marquise de Nadaillac Duchesse d'Escars;1912;;bon;1,23 m 
824;10;40;7;8 T 62;;;in-8;FLODOARD;Histoire de l'Eglise de Reims;1854;;bon;
825;10;40;7;8 T 63;;;in-8;LAUER, Ph.;Les annales de Flodoard;1903;;bon;
826;10;40;7;8 T 64;;;in-8;DE PARIS, GODEFFROY;Chronique métrique;1827;;bon;
827;10;40;7;8 T 65;;;in-8;D'ESCOUCHY, Mathieu;Chronique de Mathieu d'Escouchy (tome premier);1863;;bon;
828;10;40;7;8 T 65;;;in-8;D'ESCOUCHY, Mathieu;Chronique de Mathieu d'Escouchy (tome deuxième);1863;;bon;
829;10;40;7;8 T 65;;;in-8;D'ESCOUCHY, Mathieu;recueuil de pièces pour servir de preuve à la chronique de Mathieu d'Escouchy (tome troisième);1864;;bon;
830;10;40;7;8 T 66;;;in-8;L'ESTOILE;Journal de l'Estoile pour le règne de Henri IV;1948;;;
831;10;40;7;8 T 67;;;in-8;FOUQUET;Mémoires sur la vie publique et privée de Fouquet (tome premier);1862;;bon;
832;10;40;7;8 T 67;;;in-8;FOUQUET;Mémoires sur la vie publique et privée de Fouquet (tome second);1862;;bon;
833;10;40;7;8 T 68;;;in-8;CARS, duc des;Mémoires du duc des Cars (tome premier);1890;;bon;
834;10;40;7;8 T 68;;;in-8;CARS, duc des;Mémoires du duc des Cars (tome second);1890;;bon;
835;10;40;7;8 T 69;;;in-8;VIGEE-LEBRUN, Louise-Elisabeth;Souvenirs de Madame Louise-Elisabeth Vigée-Lebrun;1835;;bon;
836;10;40;7;8 T 69;;;in-8;VIGEE-LEBRUN, Louise-Elisabeth;Souvenirs de Madame Louise-Elisabeth Vigée-Lebrun;1835;;bon;
837;10;40;7;8 T 69;;;in-8;VIGEE-LEBRUN, Louise-Elisabeth;Souvenirs de Madame Louise-Elisabeth Vigée-Lebrun;1837;;bon;
838;10;40;7;8 T 70;;;in-8;HENAULT;Mémoires du président Hénault;1911;;bon;
839;10;40;7;8 T 71;;;in-8;LE PELLETIER, Louis-Auguste;Une famille d'artilleurs: Mémoires de Louis-Auguste le Pelletier;1896;;bon;
840;10;40;7;8 T 72;;;in-8;MOREAU, Jacob-Nicolas;Mes souvenirs;1898;;bon;
841;10;40;7;8 T 72;;;in-8;MOREAU, Jacob-Nicolas;Mes souvenirs;1901;;bon;
842;10;40;7;8 T 73;;;in-8;CROY, Emmanuel de;Journal inédit du Duc de Croy (tome premier);1906;;bon;
843;10;40;7;8 T 73;;;in-8;CROY, Emmanuel de;Journal inédit du Duc de Croy (tome second);1906;;bon;
844;10;40;7;8 T 73;;;in-8;CROY, Emmanuel de;Journal inédit du Duc de Croy (tome troisième);1907;;bon;
845;10;40;8;8 T 73;;;in-8;CROY, Emmanuel de;Journal inédit du Duc de Croy (tome quatrième);1907;;bon;
846;10;40;8;8 T 74;;;in-8;DUFORT, J. N. ;Mémoires sur les règnes de Louis XV et Louis XVI et sur la Révolution (tome premier);1886;;bon;
847;10;40;8;8 T 74;;;in-8;DUFORT, J. N. ;Mémoires sur les règnes de Louis XV et Louis XVI et sur la Révolution (tome second);1886;;bon;
848;10;40;8;8 T 75;;;in-8;MALOUET;Mémoires de Malouet (tome premier);1874;;mauvais;
849;10;40;8;8 T 75;;;in-8;MALOUET;Mémoires de Malouet (tome second);1874;;bon;
850;10;40;8;8 T 76;;;in-8;DE FRANQUEVILLE, Charles;Souvenirs intimes sur la vie de mon père;1878;;bon;
851;10;40;8;8 T 77;;;in-8;DE MALEISSYE;Mémoires d'un officier aux gardes Françaises;1897;;bon;
852;10;40;8;8 T 78;;;in-8;DE PAULE TILETTE, Louis François;Mémoires du chevalier de Mautort;1895;;bon;
853;10;40;8;8 T 79;;;in-8;DE DAMAS, Roger;Mémoires du comte Roger de Damas;1912;;bon;
854;10;40;8;8 T 79;;;in-8;DE DAMAS, Roger;Mémoires du comte Roger de Damas;1914;;bon;
855;10;40;8;8 T 80;;;in-8;Frederic II de Prusse;Mémoires de Frédéric II (tome premier);1866;;bon;
856;10;40;8;8 T 80;;;in-8;Frederic II de Prusse;Mémoires de Frédéric II (tome second);1866;;bon;1,20 m 
857;10;40;8;8 T 81;;;in-8;D'HAUSSONVILLE, comte et HANOTAUX, G.;Souvenirs sur madame de Maintenon (I);s.d.;;moyen;
858;10;40;8;8 T 81;;;in-8;D'HAUSSONVILLE, comte et HANOTAUX, G.;Souvenirs sur madame de Maintenon (II);s.d.;;moyen;
859;10;40;8;8 T 81;;;in-8;D'HAUSSONVILLE, comte et HANOTAUX, G.;Souvenirs sur madame de Maintenon (III);s.d.;;bon;
860;10;40;8;8 T 82;;;in-8;MONTBAS, baron de;Au service du roi;1926;;bon;
861;10;40;8;8 T 83;;;in-8;MARAIS, Mathieu;Journal de Mathieu Marais (tome premier);1863;;bon;
862;10;40;8;8 T 83;;;in-8;MARAIS, Mathieu;Journal de Mathieu Marais (tome deuxième);1864;;bon;
863;10;40;8;8 T 83;;;in-8;MARAIS, Mathieu;Journal de Mathieu Marais (tome troisième);1864;;bon;
864;10;40;8;8 T 83;;;in-8;MARAIS, Mathieu;Journal de Mathieu Marais (tome quatrième);1868;;bon;
865;10;40;8;8 T 84;;;in-8;MERCOYROL DE BEAULIEU, Jacques de;Campagnes de Jacques de Mercoyrol de Beaulieu;1915;;bon;
866;10;40;8;8 T 85;;;in-8;DE BROSSES, Charles;Lettres d'Italie (tome premier);1928;;bon;
867;10;40;8;8 T 85;;;in-8;DE BROSSES, Charles;Lettres d'Italie (tome second);1928;;bon;
868;10;40;8;8 T 86;;;in-8;DUBOIS, cardinal;Mémoires du Cardinal Dubois (tome premier);1829;;bon;
869;10;40;8;8 T 86;;;in-8;DUBOIS, cardinal;Mémoires du Cardinal Dubois (tome seocnd);1829;;bon;
870;10;40;8;8 T 86;;;in-8;DUBOIS, cardinal;Mémoires du Cardinal Dubois (tome troisième);1829;;bon;
871;10;40;8;8 T 86;;;in-8;DUBOIS, cardinal;Mémoires du Cardinal Dubois (tome quatrième);1829;;bon;
872;10;40;8;8 T 87;;;in-8;PAPILLON DE LA FERTE;Journal de Papillon de la Ferté;1887;;bon;
873;10;40;8;8 T 88;;;in-8;CORBERON, chevalier de;Un diplomate français à la cour de Catherine II (tome premier);1901;;bon;
874;10;40;8;8 T 88;;;in-8;CORBERON, chevalier de;Un diplomate français à la cour de Catherine II (tome deuxième);1901;;bon;
