id,n_carton,fonds,type_de_document,auteur,auteur_bis,titre,couverture,langue,edition,datation,contenu,etat,ancien_proprietaire,notes,don,emplacement_initial_dans_la_bibliotheque
1092,136,Bailly-Bechet,Article de Journal,,,M. Léon Bosney remet la croix à M. Pierre Marot.,Papier,Français,,,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1093,136,Bailly-Bechet,Article de Journal,,,M. Pierre Marot a reçu l'hommage des sociétés savantes en même temps que son épée d'acdémicien.,Papier,Français,Est républicain,,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1101,136,Bailly-Bechet,Article de Journal,,,Ses musées ont rouvert leurs portes. Au Musée Lorrain.,Papier,Français,,mercredi 7 mai 1947,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1102,136,Bailly-Bechet,Article de Journal,,,Un hommage à Charles V duc de Lorraine.,Papier,Français,,,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1103,136,Bailly-Bechet,Article de Journal,,,M. Léon Bosney remet la croix à M. Pierre Marot.,Papier,Français,,lundi 26 mai 1958,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1104,136,Bailly-Bechet,Article de Journal,M. Cajelot,,Les cérémonies en l'honneur de Victor Prouvé.,Papier,Français,,,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1105,136,Bailly-Bechet,Article de Journal,,,Le Congrès des Conservateurs de Musées. Le président Pierre Marot nous fait part de ses impressions.,Papier,Français,,vendredi 9 septembre 1960,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1106,136,Bailly-Bechet,Article de Journal,H. T.,,Le Congrès national de l'Association générale des conservateurs s'est ouvert hier à rennes. ,Papier,Français,,mardi 6 septembre 1960,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1107,136,Bailly-Bechet,Article de Journal,,,Le Congrès national de l'Association générale des conservateurs s'est ouvert hier à rennes. ,Papier,Français,,mardi 6 septembre 1960,Article dont le sujet correspond au titre.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1195,137,Divers,Article de journal,P. Didry,,La 2e division d'infanterie Marocaine.,Papier,Français,,,Article dont le titre correspond au sujet.,Correct,,,,1er étage travée 28 (2)
1207,137,Divers,Article de journal,,,Articles nécrologiques.,Papier,Français,,,Articles nécrologiques.,Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1243,137 boîte grise,Divers,Article de journal,Emile Badel,,Dieulouard et Scarpone.,Papier,Français,,,,Correct,,,,1er étage travée 28 (2)
1244,137 boîte grise,Divers,Article de journal,,,,Papier,Français,,,Enveloppe plein de petite brochures de journal.,Correct,,,,1er étage travée 28 (2)
1256,137 boîte grise,Divers,Article de journal,,,Bibliographie.,Papier,Français,,,Articles bibliographiques.,Correct,,"Pochette ""Bibliographie""",,1er étage travée 28 (2)
1260,137 boîte grise,Divers,Article de journal,,,Bibliographie.,Papier,Français,,,Articles bibliographiques.,Correct,,"Pochette ""Bibliographie""",,1er étage travée 28 (2)
1285,137 boîte grise,Divers,Article de journal,,,,Papier,Français,,,Articles bibliographiques.,Correct,,,,1er étage travée 28 (2)
1461,139,Divers,Article de journal,,,,Papier,Français-allemand,,,"Lot d'articles sur les Russes, sur la gauche et sur Napoléon.",Correct,,Pochette papier,,1er étage travée 28 (2)
1462,139,Divers,Article de journal,,,,Papier,Français,,,Lot d'articles sur la guerre de 14-18.,Correct,,"Pochette ""Guerre 14-18""",,1er étage travée 28 (2)
1483,139,Divers,Article de journal,,,,Papier,Français,,,Lot d'articles sur Bismarck.,Correct,,"Pochette ""Bismarck""",,1er étage travée 28 (1)
1236,137 boîte grise,Divers,Billet,Académie des sciences,,Séance publique annuelle.,Papier,Français,Paris,lundi 8 décembre 1980,Séance publique annuelle.,Correct,,,,1er étage travée 28 (2)
1263,137 boîte grise,Divers,Billet,Société française d'archéologie,,Invitations.,Papier,Français,,,"Plusieurs billets pour des conférences sur des fouilles, sur des églises etc.",Correct,,,,1er étage travée 28 (2)
785,135,Marot,Bon de commande,M. Rigal,,Photographie industrielle Maurice Rigal.,Papier,Français,"Paris, M. Rigal",mercredi 30 octobre 1957,Bon de commande pour des photographies payé par le Musée Lorrain.,Correct,Marot,"Pochette ""Callot Textes""",,1er étage travée 28 (2)
1204,137,Divers,Brevet,,,Brevet légion d'honneur.,Papier,Français,,,Brevet légion d'honneur.,Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1316,137 boîte grise,Divers,Cahier,,,Cahier.,Papier orange,Français,,,Cahier d'école.,Correct,Pierre Marot,,,1er étage travée 28 (2)
1474,139,Divers,Cahier,,,Cahier de chimie.,Papier,Français,,,Vieux cahier d'école.,Correct,,"Pochette ""Ecoles enseignement""",,1er étage travée 28 (1)
1282,137 boîte grise,Divers,Carnet,,,,Noire,Français,,,Livre de compte.,Correct,,,,1er étage travée 28 (2)
1283,137 boîte grise,Divers,Carnet,,,,Rose,Français,,,Livre de compte.,Correct,,,,1er étage travée 28 (2)
1312,137 boîte grise,Divers,Carnet,,,Les exercices physiques.,Papier,Français,,,Les exercices physiques. Carnet d'école.,Correct,Pierre Marot,,,1er étage travée 28 (2)
1315,137 boîte grise,Divers,Carnet,,,,Papier,Français,,,Carnet d'école type image d'Epinal.,Correct,Pierre Marot,,,1er étage travée 28 (2)
42,132,Abbé Harmand,Carnet de notes,Madeleine Goüy de Bellocq,,Carnet de notes de sciences.,Rose à carreaux (rien d'écrit),Français,Nancy,Mai 1887-1888,Prise de notes en cours de sciences,Correct,Madeleine Goüy de Bellocq,,"Abbé Mathieu et abbé Harmand, Orphelinat de Haroué, Meuthe et Moselle",1er étage travée 28 (2)
54,132,Abbé Harmand,Carnet de notes,Madeleine Goüy de Bellocq,,Carnet de notes de sciences.,Rose à pois (rien d'écrit),Français,Nancy,18 octobre 1888-1889,Prise de notes en cours de sciences,Correct,Madeleine Goüy de Bellocq,,"Abbé Mathieu et abbé Harmand, Orphelinat de Haroué, Meuthe et Moselle",1er étage travée 28 (2)
56,132,Abbé Harmand,Carnet de notes,Madeleine Goüy de Bellocq,,Cantique à saitn Dominique.,Carreaux noirs (rien d'écrit),Français,Nancy,XIXe siècle,Cantique à saint Dominique,Correct,Madeleine Goüy de Bellocq,,"Abbé Mathieu et abbé Harmand, Orphelinat de Haroué, Meuthe et Moselle",1er étage travée 28 (2)
57,132,Abbé Harmand,Carnet de notes,Madeleine Goüy de Bellocq,,Carnet de formules arithmétiques et géométriques.,Fleurs bleues (rien d'écrit),Français,Nancy,1887-1889,Prise de notes en cours de mathématiques,Correct,Madeleine Goüy de Bellocq,,"Abbé Mathieu et abbé Harmand, Orphelinat de Haroué, Meuthe et Moselle",1er étage travée 28 (2)
70,132 boîte grise,Abbé Harmand,Carte,Abbé Mathieu et Abbé Harmand,,"L'abbé Mathieu et L'abbé Harmad, supérieur des Sur de la Foi. Orphelinat de Haroué, Meurthe et Moselle.",Papier,Français,,,Carte de visite,Correct,Abbé Harmand,"""L'abbé Mathieu et"" en manuscrit","Abbé Mathieu et abbé Harmand, Orphelinat de Haroué, Meuthe et Moselle",1er étage travée 28 (2)
726,135,Marot,Carte,,,La France en 1360.,Papier,Français,,,Ensemble de plans et de cartes géographiques. ,Correct,Marot,"Pochette ""Fonds Marot"" Pochette verte",,1er étage travée 28 (2)
757,135,Marot,Carte,,,Relieurs contemporains.,Papier,Français,Paris,mardi 16 octobre 1979,Carte d'imprimeur.,Correct,Marot,Pochette orange,,1er étage travée 28 (2)
816,135 boîte grise,Marot,Carte,Institut Grand-Ducal de Luxembourg,,Félicitations. ,Papier,Français,,,Avec nos compliments,Correct,Marot,,,1er étage travée 28 (2)
985,136,Bailly-Bechet,Carte,,,Lot de cartes de remerciement et invitations.,Papier,Français,,,Lettre à un abbé.,Correct,Bailly-Bechet,"Pochette ""11 octobre 1958 Remise à M. Marot de son épée d'acdémicien""",,1er étage travée 28 (2)
1016,136,Bailly-Bechet,Carte,Thouvenot.,,,Papier,Français,Neufchâteau,samedi 11 octobre 1958,Carte de félicitations.,Correct,Bailly-Bechet,"Pochette ""11 octobre 1958 Remise à M. Marot de son épée d'acdémicien""",,1er étage travée 28 (2)
1058,136,Bailly-Bechet,Carte,,,National Gallery of Art.,Papier,Anglais,Washington D.C.,,3 cartes et invitations à l'exposition sur Jacques Callot qui a lieu à la National Gallery of Art de Washington. ,Correct,Bailly-Bechet,"Pochette ""Callot""",,1er étage travée 28 (2)
1100,136,Bailly-Bechet,Carte,,,,Papier,Français,,,Ensemble de cartes en réponses à l'invitaion de Pierre Marot et de la Société pour sa remise d'épée d'acdémicien.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1309,137 boîte grise,Divers,Carte,,,,Papier,Français,,,"Plusieurs cartes (postales, d'invitation etc)",Correct,,,,1er étage travée 28 (2)
1310,137 boîte grise,Divers,Carte,,,Carte individuelle d'alimentation.,Papier,Français,,,Cartes d'alimentation. ,Correct,Marot,,,1er étage travée 28 (2)
92,132 boîte grise,Divers,Carte d'invitation et plan de table,Ville de Nancy,,"Carte d'invitation Monsieur Dorez, adjoint au Maire",Papier,Français,Nancy,dimanche 8 juin 1919,"Ville de Nancy, 41e fête fédérale de l'Union des Sociétés de gymnastique de France le dimanche 8 juin 1919 à midi précis. Carte d'invitation. Monsieur Dorez, adjoint au maire. Cette carte est indispensable pour pénétrer dans la salle de banquet. Côté Place Stanislas Côté Cour.",Correct,"Monsieur Dorez, adjoint au maire de Nancy","Précisé en masnuscrit ""Tenue de ville"" ""Table d'honneur B14""",,1er étage travée 28 (2)
1308,137 boîte grise,Divers,Carte géographique,,,Campagnes 1806-1807,Papier,Français,,,Carte géographique.,Correct,,,,1er étage travée 28 (2)
1494,139,Divers,Carte géographique,,,Le journal.,Papier,Français,,,Carte du front et de ses environs.,Correct,,,,1er étage travée 28 (1)
722,135,Marot,Carte postale,,,Nancy-Archives départementales.,Papier,Français,,,Carte postale. ,Correct,Marot,"Pochette ""Fonds Marot"" Pochette verte",,1er étage travée 28 (2)
723,135,Marot,Carte postale,M. Cugnier,,La France vue du Ciel,Papier,Français,,,Carte postale. ,Correct,Marot,"Pochette ""Fonds Marot"" Pochette verte",,1er étage travée 28 (2)
760,135,Marot,Carte postale,,,Vue de la cellule d'un Chartreux.,Papier,Français,,,Carte postale avce gravure.,Correct,Marot,Pochette orange,,1er étage travée 28 (2)
1017,136,Bailly-Bechet,Carte postale,,,Carte postale,Papier,Français,,dimanche 12 octobre 1958,Carte adressé à la société d'archéologie. ,Correct,Bailly-Bechet,"Pochette ""11 octobre 1958 Remise à M. Marot de son épée d'acdémicien""",,1er étage travée 28 (2)
655,134,Bailly-Bechet,Catalogue,,,Supplément au catalogue.,Papier,Français,,,Supplément d'un catalogue. ,Correct,Bailly-Bechet,Pochette noire,,1er étage travée 28 (2)
742,135,Marot,Catalogue,J. J. Terris,Georges Andrieux,"Manuscrits, livres, tableaux.",Papier,Français,Paris,1933,Catalogue de vente aux enchères.,Correct,Marot,"Pochette ""Historiographie""",,1er étage travée 28 (2)
754,135,Marot,Catalogue,,,Objets d'art et d'ameublement principalement du XVIIIe siècle.,Papier,Français,Paris,mercredi 15 février 1967,Catalogue d'objets d'art.,Correct,Marot,"Pochette ""Les Foulon""",,1er étage travée 28 (2)
834,135 boîte grise,Marot,Catalogue,Société littéraire de Metz,,Les cahiers lorrains.,Papier,Français,,févr-29,"Catalogue des Sociétés littéraires, scientifiques, artistiques et d'horticulture de Metz et de la Moselle.",Correct,Marot,"Pochette ""Callot""",,1er étage travée 28 (2)
835,136,Bailly-Bechet,Catalogue,,,Catalogue Woeiriot.,Papier,Français,,,Catalogue des uvres de Woeiriot.,Correct,Bailly-Bechet,"Pochette ""Catalogue Woeiriot""",,1er étage travée 28 (2)
1110,136,Bailly-Bechet,Catalogue,,,Jacques Callot.,Papier,Français,,,Cataloge raisonné.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1111,136,Bailly-Bechet,Catalogue,,,Stefano della Bella.,Papier jaune,Français,,,Cataloge raisonné.,Correct,Bailly-Bechet,"Pochette ""P. Marot""",,1er étage travée 28 (2)
1278,137 boîte grise,Divers,Catalogue,,,,Papier,Français,,,Ensemble de petits catalogues littéraires.,Correct,,,,1er étage travée 28 (2)
1408,138,Driant,Catalogue,M. Driant,,Archives communales de Verdun.,Vert,Français,,,Archives communales de Verdun.,Correct,Famille Driant,,Fils de M. Driant,1er étage travée 28 (2)
669,134,Bailly-Bechet,Charte authentique,,,,Papier,Français,,16 mai 1542,Charte authentique.,Correct,Bailly-Bechet,"Pochette ""Bailly-Bechet""",,1er étage travée 28 (2)
670,134,Bailly-Bechet,Charte authentique,,,,Papier,Français,,3 janvier 1549,Charte authentique.,Correct,Bailly-Bechet,"Pochette ""Bailly-Bechet""",,1er étage travée 28 (2)
864,136,Bailly-Bechet,Charte copie,Willaumes,,,Papier,Français,Toul,mercredi 2 décembre 1903,Copie d'une charte.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" ""Charles II (1401)""",,1er étage travée 28 (2)
865,136,Bailly-Bechet,Charte copie,,,,Papier,Français,,,Copie d'une charte.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" ""Charles II (1401)""",,1er étage travée 28 (2)
866,136,Bailly-Bechet,Charte copie,André de Sallenove,,,Papier,Français,,mardi 3 novembre 1903,Copie d'une charte.,Correct,Bailly-Bechet,"Pochette ""Perception de Chantebreux"" ""Charles II (1401)""",,1er étage travée 28 (2)
1074,136,Bailly-Bechet,Charte copie,T. Pariset,,,Papier,Français,Nancy,24 janvier 1623,Copie d'un acte de Henri duc de Lorraine.,Correct,Bailly-Bechet,"Pochette ""Callot""",,1er étage travée 28 (2)
1075,136,Bailly-Bechet,Charte copie,,,Autorisation accordée par le duc Charles IV à Callot pour chasser sur les bans de Houdemont et les villages voisins.,Papier,Français,Nancy,2 septembre 1628,Autorisation accordée par le duc Charles IV à Callot pour chasser sur les bans de Houdemont et les villages voisins.,Correct,Bailly-Bechet,"Pochette ""Callot""",,1er étage travée 28 (2)
1077,136,Bailly-Bechet,Charte copie,Henri duc de Lorraine,,,Papier,Français,Nancy,20 avril 1620,Copie d'une charte d'Henri duc de Lorraine.,Correct,Bailly-Bechet,"Pochette ""Callot""",,1er étage travée 28 (2)
1495,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,3e série,Origines à 1706,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1496,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,3e série,1707-1827,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1497,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,3e série,1828-1923,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1498,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,3e série,1924-1940,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1499,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,3e série,1941-1949,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1500,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ere série,Origines à 1560,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1501,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ere série,1561-1610,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1502,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1611-1654,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1503,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1655-1675,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1504,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1676-1697,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1505,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1698-1726,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1506,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1727-1758,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1507,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1759-1789,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1508,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1790-1811,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1509,140,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,1ère série,1812-1932,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1510,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,Origines à 1653,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1511,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,1654-1701,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1512,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,1702-1746,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1513,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,1747-1755,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1514,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,1756-1779,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1515,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,1780-1792,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1516,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,1793-1870,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1517,141,Hennezel,Chartrier,,,Maison de Hennezel. Chartrier.,"Rouge, marron et or",Français,2e série,1871-1935,Manuscrits recopiés.,Correct,,,,1er étage travée 28 (1)
1455,139,Divers,Comptes,,,,Papier,Français,,Années 1920-1930,Comptes tenus dans les années 1920-1930.,Correct,,Pochette rose,,1er étage travée 28 (2)
1203,137,Divers,Contrat de mariage,,,Contrat mariage Simonin Famille.,Papier,Français,,,Contrat mariage Simonin Famille.,Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1079,136,Bailly-Bechet,Copie,,,"Concil du 14 février 1679, à Nancy.",Papier,Français,Nancy,14 février 1679,Copie d'un acte.,Correct,Bailly-Bechet,"Pochette ""Callot""",,1er étage travée 28 (2)
1175,137,Lettres,Copie,Paul Maréchal,,Copies faites par Paul Maréchal.,Papier,Français,,,Copies de documents et notes par Paul Maréchal.,Correct,,"Pochette ""Copies faites par Paul Maréchal""",,1er étage travée 28 (2)
1179,137,Lettres,Copie,,,Textes XVIIe siècle.,Papier,Français,,,Copies de textes du XVIIe siècle.,Correct,,"Pochette ""Textes-XVIIe siècle""",,1er étage travée 28 (2)
628,134,Bailly-Bechet,Demandes d'emprunt,Marot,,Hémicycle.,Papier bleu,Français,,,19 demande d'emprunt de livres. ,Correct,Bailly-Bechet,"Pochette "" Woeriot""",,1er étage travée 28 (2)
1465,139,Divers,Dessin,M. Lepetit,,Le chatel.,Papier,Français,Paris,,Dessin d'un château.,Correct,,,,1er étage travée 28 (2)
1468,139,Divers,Diplôme original,,,Diplôme bachelier.,Papier,Français,,1775,Diplôme de M. Cuénot.,Correct,M; Cuénot.,"Pochette ""Diplôme bachelier""",,1er étage travée 28 (1)
1469,139,Divers,Diplôme original,,,Diplôme bachelier.,Papier,Français,,,Diplôme bachelier.,Correct,,"Pochette ""Diplôme bachelier""",,1er étage travée 28 (1)
1470,139,Divers,Diplôme original,,,Diplôme bachelier.,Papier,Français,,1787,Diplôme bachelier.,Correct,,"Pochette ""Diplôme bachelier""",,1er étage travée 28 (1)
1081,136,Bailly-Bechet,Document écrit,,,Décoration de M. Marot.,Papier,Français,,,Ensemble des réponses à l'invitation pour la remise de la légion d'honneur de Pierre Marot (lettres et cartes).,Correct,Bailly-Bechet,"Pochette ""Décoration de M. Marot Réponses""",,1er étage travée 28 (2)
1199,137,Divers,Document écrit,,,,Papier,Français,,,Ecrits relatifs à P. Simonin.,Correct,P. Simonin,"Pochette ""P. Simonin""",,1er étage travée 28 (2)
1210,137,Divers,Document écrit,,,Faillite Eugène Farnier.,Papier,Français,,,Faillite Eugène Farnier.,Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1211,137,Divers,Document écrit,,,Conception cimetière Robecourt.,Papier,Français,,,Conception cimetière Robecourt.,Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1219,137,Divers,Document écrit,,,"Police ""soleil""",Papier,Français,,,"Police ""soleil""",Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1220,137,Divers,Document écrit,,,Retraite veuve.,Papier,Français,,,Retraite veuve.,Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1227,137,Divers,Document écrit,,,Mariage Reny-Launois.,Papier,Français,,,Mariage Reny-Launois.,Correct,,"Pochette ""Papier famille Farnier-Simonin""",,1er étage travée 28 (2)
1229,137,Divers,Document écrit,,,Collard.,Papier,Français,,,Documents relatifs à Denise Collard.,Correct,,"Pochette jaune ""Collard""",,1er étage travée 28 (2)
1231,137,Divers,Document écrit,,,Congrès scientifique,Papier,Français,,1874,"Documents relatifs au congrès scientifique (articles, notes, publications)",Correct,,"Pochette ""Congrès scientifique 1847""",,1er étage travée 28 (2)
1232,137,Divers,Document écrit,,,Congrès scientifique,Papier,Français,,1850,"Documents relatifs au congrès scientifique (articles, notes, publications)",Correct,,"Pochette ""Congrès scientifique 1850""",,1er étage travée 28 (2)
1319,137 boîte grise,Divers,Document écrit,,,Défense noationale.,Papier,Français,,,Documents relatifs à la participation de P. Marot à la défense nationale.,Correct,Pierre Marot,,,1er étage travée 28 (2)
1457,139,Divers,Document écrit,,,"Thibault, lieutenant général au baillage de Nancy.",Papier,Français,Nancy,1747,"Docmuents originaux ou copiés relatifs à Thibault, lieutenant général au baillage de Nancy en 1747.",Correct,,"""Pochette ""Thibault""",,1er étage travée 28 (2)
1471,139,Divers,Document écrit,,,Documents manuscrits concernant la médecine (diplômes-doctorats).,Papier,Français,,,Documents manuscrits concernant la médecine (diplômes-doctorats).,Correct,,"Pochette ""Documents manuscrits concernant la médecine (diplômes-doctorats)""",,1er étage travée 28 (1)
1480,139,Divers,Document écrit,,,R. Cuénot.,Papier,Français,,,Documents relatifs à R. Cuénot.,Correct,,"Pochette ""R. Cuénot, archives SAL??""",,1er étage travée 28 (1)
1520,141,Juifs de Lorraine,Document écrit,,,"Compte de Jean Philippon, receveur général de Lorraine pour l'année 1462-1463 des juifs.",Papier,Français,,1462-1463,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1521,141,Juifs de Lorraine,Document écrit,,,"21 novembre 1701, défense d'insulter les juifs.",Papier,Français,,21 novembre 1701,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1522,141,Juifs de Lorraine,Document écrit,,,"21 décembre 1707, l'évêque de Toul contre l'installation de juifs à Nancy.",Papier,Français,,21 décembre 1707,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1523,141,Juifs de Lorraine,Document écrit,,,"15 février 1714, juifs condamnés pour insultes envers le saint []",Papier,Français,,15 février 1714,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1524,141,Juifs de Lorraine,Document écrit,,,"27 octobre 1749, Isaac Berr autorisé à poursuivre son commerce à Nancy.",Papier,Français,,27 octobre 1749,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1525,141,Juifs de Lorraine,Document écrit,,,"Lunéville, 10 juin 1760, sur l'installation de familles juives dans le duché.",Papier,Français,Lunéville,10 juin 1760,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1527,141,Juifs de Lorraine,Document écrit,,,Serment de juifs au rabbin.,Papier,Français,,,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1528,141,Juifs de Lorraine,Document écrit,,,Au Roy. 1763. Sur des juifs établis à Lixheim.,Papier,Français,,vendredi 28 octobre 1904,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1529,141,Juifs de Lorraine,Document écrit,,,"3 septembre 1763, état des plaintes du curé de Lixheim.",Papier,Français,,3 septembre 1763,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1530,141,Juifs de Lorraine,Document écrit,,,"1765, Permission de résidence à st-Jean Rorback pour deux juifs.",Papier,Français,,dimanche 30 octobre 1904,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1531,141,Juifs de Lorraine,Document écrit,,,"Boucheries de Nancy, 1768.",Papier,Français,,mercredi 2 novembre 1904,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1532,141,Juifs de Lorraine,Document écrit,,,"28 avril 1770, exemption de logement de militaires refusée.",Papier,Français,,28 avril 1770,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1533,141,Juifs de Lorraine,Document écrit,,,"1788, rapport du bureau des impositions.",Papier,Français,,mardi 22 novembre 1904,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
1534,141,Juifs de Lorraine,Document écrit,,,Table des ordonnances de Lorraine concernant les juifs. ,Papier,Français,,,"Receuil de pièces, d'extraits imprimés et notés de la main de Lucien et René Wiener.",Correct,,Pochette avec une feuille d'index.,,1er étage travée 28 (1)
