id,n_carton,fonds,type_de_document,auteur,auteur_bis,titre,couverture,langue,edition,datation,contenu,etat,ancien_proprietaire,notes,don,emplacement_initial_dans_la_bibliotheque
184,133,1870,Article de journal,Librairie des Connaissances utiles,_,Histoire générale de la guerre de 1870-71.,Papier,Français,_,_,Publicité pour un ouvrage.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
185,133,1870,Livret,Editions Flammarion,_,Guerre franco-allemande.,Papier,Français,"Paris, Flammarion",_,Publicité pour un ouvrage.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
186,133,1870,Article de journal,Editions Tallendier,_,Histoire générale de la guerre franco-allemande.,Papier,Français,_,_,Publicité pour un ouvrage.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
187,133,1870,Note manuscrite,_,_,Bibliographie.,Papier,Français,_,_,"Bibliographie avec quelques nom ""Antoine Guillaut, professeur d'histoire à l'école Poly technique suisse"".",Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
188,133,1870,Article de journal,_,_,La petite histoire. En parlementaire. ,Papier,Français,_,mercredi 10 août 1910,Article sur le vicomte Aragonnès d'Orcet.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
189,133,1870,Article de journal,_,_,Variétés. Lettres d'un officier prussien pendant la guerre de 1870,Papier,Français,,,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
190,133,1870,Note manuscrite,_,_,Bibliographie.,Papier,Français,_,_,Bibliographie.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
191,133,1870,Article de journal,_,_,Livres nouveaux. Tableaux de l'année tragique.,Papier,Français,_,_,Article sur un livre publié chez Hachette en 1901.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
192,133,1870,Note manuscrite,_,_,Bibliographie générale de la guerre de 1870-71.,Papier,Français,_,_,Bibliographie.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
193,133,1870,Article de journal,_,_,Librairie. ,Papier,Français,_,24 juin 1898,Article sur un livre parut chez Dentu.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
194,133,1870,Article de journal,_,_,Librairie. ,Papier,Français,_,6 septembre 1898,Article sur un livre parut chez Flammarion.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
195,133,1870,Note manuscrite,_,_,Bibliographie.,Papier,Français,_,25 février 1898,"""Revu du Mardy 25 férvier 1898"". Bibliographie.",Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
196,133,1870,Article de journal,_,_,Sur la guerre franco-allemande.,Papier,Français,_,dimanche 21 octobre 1906,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
197,133,1870,Article de journal,_,_,Dernières nouvelles du palais.,Papier,Français,_,lundi 20 mars 1905,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
198,133,1870,Article de journal,_,_,Nouvelles de l'étranger. Un point d'histoire. ,Papier,Français,_,lundi 1 août 1910,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
199,133,1870,Article de journal,Gaston Deschamps,_,La vie littéraire.,Papier,Français,Le Temps,dimanche 23 août 1908,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
200,133,1870,Article de journal,_,_,Un attaché militaire prussien à Paris.,Papier,Français,Le Temps,lundi 8 janvier 1906,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
201,133,1870,Article de journal,_,_,Dernières dépêches.,Papier,Français,Le Temps,jeudi 4 janvier 1906,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
202,133,1870,Article de journal,_,_,La situation et les électeurs.,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
203,133,1870,Note manuscrite,_,_,_,Papier,Français,_,9 août ?,Notes manuscrite sous un morceau d'article qui parle des allemands pendant la guerre de 1870.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
204,133,1870,Note manuscrite,_,_,_,Papier,Français,_,_,"Forme de journal ""20 août rencontre avec le roi à Pont à Mousson"" Au dos il y a une carte.",Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
205,133,1870,Article de journal,_,_,3 octobre 1888.,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
206,133,1870,Article de journal,_,_,Le parti ouvier. Un congrès régional. ,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
207,133,1870,Article de journal,_,_,_,Papier,Français,_,_,Article sur la candidature d'Hahenzollern.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
208,133,1870,Article de journal,_,_,Lectures françaies. Un carnet d'un officier Bavarois.,Papier,Français,Le Temps,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
209,133,1870,Article de journal,_,_,Bibliographie.,Papier,Français,_,_,Article sur le livre Les armées de province en 1870-71.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
210,133,1870,Note manuscrite,_,_,Bibliographie.,Papier,Français,_,_,Bibliographie.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
211,133,1870,Article de journal,_,_,Souvenirs de Frédéric III.,Papier,Français,La Paix,jeudi 2 mars 1905,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
212,133,1870,Article de journal,_,_,Le journal de Frédéric III.,Papier,Français,Le journal républicain,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
213,133,1870,Article de journal,_,_,Au palais de l'Elysée.,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
214,133,1870,Article de journal,_,_,Récits militaires.,Papier,Français,La Paix,21 novembre 1884,Bibliographie.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
215,133,1870,Article de journal,Gaston Deschamps,_,"La vie littératire. M. de Vogué, romancier. ",Papier,Français,Le Temps,dimanche 11 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
216,133,1870,Article de journal,_,_,Les grèves du Nord.,Papier,Français,Le Temps,vendredi 9 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
217,133,1870,Article de journal,_,_,Bulletin de l'étranger.,Papier,Français,Le Temps,samedi 10 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
218,133,1870,Article de journal,_,_,Dépêches télégraphiques.,Papier,Français,Le Temps,samedi 10 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
219,133,1870,Article de journal,_,_,Dernière heure.,Papier,Français,Le Temps,dimanche 11 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
220,133,1870,Article de journal,_,_,En Indo-Chine.,Papier,Français,Le Temps,dimanche 11 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
221,133,1870,Article de journal,_,_,_,Papier,Français,_,mercredi 15 mars 1905,Bibliographie.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
222,133,1870,Article de journal,A. M. E de Kératry et MM. Paul et Victor Margueritte,_,Deux lettres ouvertes.,Papier,Français,Le Temps,samedi 9 mars 1901,Lettre ouverte à Paul et Victor Margueritte et leur réponse à A. M. E. de Kératry.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
223,133,1870,Article de journal,Gaston Deschamps,_,La vie littéraire. Plaidoyers pour la nation française.,Papier,Français,Le Temps,1er décembre 1901,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
224,133,1870,Article de journal,Gaston Deschamps,_,La vie littéraire. La guerre. ,Papier,Français,Le Temps,janvier 1898,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
225,133,1870,Article de journal,_,_,La vie littéraire. Les tronçons du glaive.,Papier,Français,Le Temps,dimanche 20 janvier 1901,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
226,133,1870,Article de journal,Gaston Deschamps,_,La vie littéraire. La guerre. ,Papier,Français,Le Temps,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
227,133,1870,Note manuscrite,_,_,_,Papier,Français,_,_,Note sur le prince de Bismarch. A l'intérieur de la note on rtetouve un menus de restaurant. ,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
228,133,1870,Note manuscrite,_,_,Les fêtes du Niederwild 1883.,Papier,Français,_,28 septembre 1883,Note sur l'anniversiare de l'entrée des allemands à Strasbourg. ,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
229,133,1870,Article de journal,_,_,L'impérialisme allemand.,Papier,Français,_,jeudi 16 mars 1905,Article sur un ouvrage de Maurice Loir.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
230,133,1870,Article de journal,_,_,Le conflit avec l'Allemagne en 1875.,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
231,133,1870,Note manuscrite,_,_,Jours du 18 janvier 1904.,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
232,133,1870,Note manuscrite,_,_,_,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
233,133,1870,Note manuscrite,_,_,_,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
234,133,1870,Note manuscrite,_,_,_,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
235,133,1870,Note manuscrite,_,_,_,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,_,"Pochette ""Bibliographie de la guerre de 1870""",_,1er étage travée 28 (2)
236,133,1870,Note manuscrite,_,_,_,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
237,133,1870,Note manuscrite,_,_,_,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
238,133,1870,Note manuscrite,_,_,_,Papier,Français,_,lundi 18 janvier 1904,Note sur Bismarch.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
239,133,1870,Article de journal,_,_,Bulletin du jour. La fin de la Triplice.,Papier,Français,Le Temps,1er mai 1915,Article sur la Triple Alliance.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
240,133,1870,Article de journal,_,_,Le renouvellement de la triplice.,Papier,Français,_,lundi 29 janvier 1912,Article sur la Triple Alliance.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
241,133,1870,Article de journal,_,_,Les incidents franco-italiens. L'état des pourparlers.,Papier,Français,_,lundi 29 janvier 1912,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
242,133,1870,Article de journal,_,_,Nouvelles de l'étranger. Le renouvellement de la Triplice. ,Papier,Français,_,mardi 10 décembre 1912,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
243,133,1870,Article de journal,_,_,Nouvelles de l'étranger. Le renouvellement de la Triplice. ,Papier,Français,_,dimanche 1 décembre 1912,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
244,133,1870,Article de journal,_,_,Lectures étrangères. Les origines de la Triplice.,Papier,Français,Le Temps,vendredi 15 décembre 1911,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
245,133,1870,Article de journal,_,_,Bulletin de l'étranger. La Triple-Alliance.,Papier,Français,Le Temps,samedi 24 septembre 1904,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
246,133,1870,Article de journal,_,_,Les noces d'argent de la Triplice.,Papier,Français,_,mardi 19 mars 1907,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
247,133,1870,Note manuscrite,_,_,_,Papier,Français,_,_,Note sur août 1869 à juillet 1870.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
248,133,1870,Article de journal,_,_,Les idées de Guilaume II sur la France.,Papier,Français,_,16 avril 1892,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
249,133,1870,Article de journal,_,_,Nécrologie. Mort de M. Schnaebelé.,Papier,Français,_,dimanche 2 décembre 1900,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
250,133,1870,Article de journal,Colonel Feyer,_,La question des effectifs allemands.,Papier,Français,Journal de Genève,Mars 19[]6,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
251,133,1870,Article de journal,_,_,L'affaire Schnoebelé et les rapports franco-allemands.,Papier,Français,_,jeudi 1 mai 1913,Article de journal. Le sujet correspond au titre.,Incomplet,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
252,133,1870,Article de journal,_,_,"Le comte de Chambord a-t-il ""causé"" avec Bismarck? ",Papier,Français,_,mardi 30 avril 1912,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
253,133,1870,Article de journal,_,_,M. Bismarck et M. de Persigny.,Papier,Français,_,vendredi 10 mars 1905,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
254,133,1870,Article de journal,_,_,Dépêches télégraphiqus des correspondants particuliers du Temps.,Papier,Français,Le Temps,_,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
255,133,1870,Article de journal,_,_,Souvenirs inédits du colonel Stoffel.,Papier,Français,_,vendredi 17 mars 1905,Article de journal. Le sujet correspond au titre.,Correct,Monsieur Fénal,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
256,133,1870,Note manuscrite,_,_,Bibliographie.,Papier,Français,_,_,"""Pierre Albin, L'Allemagne et la France, in 8 [] 1913"".",Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
257,133,1870,Article de journal,_,_,La France et Guillaume II.,Papier,Français,_,mardi 21 mars 1905,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
258,133,1870,Article de journal,_,_,Lectures étrangères. L'Allemagne gallophile. ,Papier,Français,Le Temps,13 mai 1893,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
259,133,1870,Article de journal,_,_,L'accord franco-allemand.,Papier,Français,_,mardi 29 septembre 1908,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
260,133,1870,Article de journal,_,_,Bulletin de l'étranger. L'accord franco-allemand.,Papier,Français,Le Temps,lundi 28 septembre 1908,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
261,133,1870,Journal,_,_,Le Temps.,Papier,Français,_,vendredi 16 novembre 1900,Journal complet.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
262,133,1870,Article de journal,_,_,Au Reichtag.,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
263,133,1870,Article de journal,_,_,Les compléments de condoléance.,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
264,133,1870,Article de journal,_,_,Bulletin de L'étranger. Alliances dynastiques et nationales.,Papier,Français,Le Temps,mercredi 14 septembre 1904,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
265,133,1870,Article de journal,_,_,Nouvelles du jour.,Papier,Français,_,mercredi 14 septembre 1904,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
266,133,1870,Article de journal,_,_,Bulletin de l'étranger. Allemagne et Russie. ,Papier,Français,Le Temps,lundi 7 juin 1909,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
267,133,1870,Article de journal,_,_,Au jour le jour. La mort de M. Chauchard. ,Papier,Français,_,lundi 7 juin 1909,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
268,133,1870,Article de journal,René Goblet,_,A propos de l'affaire Schnaebelé.,Papier,Français,_,mardi 11 décembre 1900,Lettre ouverte.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
269,133,1870,Article de journal,_,_,Bulletin de l'étranger. La chasse de Skierniewice.,Papier,Français,Le Temps,jeudi 29 décembre 1910,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
270,133,1870,Article de journal,_,_,"Crispi, Bismarck et la question d'Orient.",Papier,Français,_,mardi 4 février 1913,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
271,133,1870,Article de journal,_,_,Livres nouveaux. ,Papier,Français,_,mercredi 1 mai 1907,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
272,133,1870,Note manuscrite,_,_,_,Papier,Français,_,_,"Note sur différents évènements (meurtre, blessures) surevus entre 1828 et 1880.",$,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
273,133,1870,Note manuscrite,_,_,Bibliographie.,Papier,Français,_,_,"Bibliographie ""Armand colin 1919"" ""in 8 Alcan 1918"".",Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
274,133,1870,Article de journal,_,_,Mort du député allemand Bebel.,Papier,Français,_,14-août-13,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
275,133,1870,Article de journal,_,_,Un statut d'assurances sociales en Lorraine.,Papier,Français,_,19-avr-10,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
276,133,1870,Article de journal,_,_,Accidents en Ballon en Allemagne.,Papier,Français,_,19-avr-10,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
277,133,1870,Article de journal,_,_,Les Autrichiens et la fin du monde.,Papier,Français,_,19-avr-10,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
278,133,1870,Article de journal,_,_,Le prisonier poète et musicien.,Papier,Français,_,19-avr-10,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
279,133,1870,Journal,_,_,Le Temps.,Papier,Français,Le Temps,vendredi 15 août 1913,Journal complet.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
280,133,1870,Note manuscrite,_,_,Le gouvernement de l'empire.,Papier,Français,_,_,Notes sur le gouvernement de l'empire allemand avec les droits et devoirs de l'empereur.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La politique extérieure. Le pince de Bismarch et la France""",_,1er étage travée 28 (2)
281,133,1870,Article de journal,_,_,Librairie. Librairie Félix Alcan. ,Papier,Français,_,_,Publicité pour des livres. ,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
282,133,1870,Article de journal,_,_,Bulletin de l'étranger. Tribulations d'une église libre. ,Papier,Français,_,17-avr-04,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
283,133,1870,Livret,Gustav Freytags,_,Reichstags Wahlkarte 1893.,Papier,Français,"Vienne, G. Freytag et Berndt",1893,Carte de l'empire allemand en couleur.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
284,133,1870,Note manuscrite,_,_,_,Papier,Français,_,_,Note sur le statut de l'empereur.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
285,133,1870,Note manuscrite,_,_,_,Papier,Français,_,_,Note sur le statut de l'empereur.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
286,133,1870,Article de journal,_,_,Nouvelles de l'étranger. Les élections allemandes. ,Papier,Français,_,1912,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
287,133,1870,Article de journal,_,_,Un carnet de Baudelaire.,Papier,Français,_,_,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
288,133,1870,Article de journal,M. M.,_,La question de l'indemnité parlementaire au Reichtag allemand.,Papier,Français,_,29-avr-06,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""Bismarch et le socialisme""",_,1er étage travée 28 (2)
289,133,1870,Note manuscrite,_,_,Bundsrath. Coursse décimale de l'Empire germanique (88 membres).,Papier,Français,_,_,"Répartition des voix de 28 états ""Prusse 17"" etc. Au dos on retrouve un cours de géographie de la 4e B.",Correct,_,"Pochette ""L'Allemagne après 1870"" ""La constitution de l'empire d'Allemagne""",_,1er étage travée 28 (2)
290,133,1870,Article de journal,_,_,La vie littéraire. La littérature et les nationalités.,Papier,Français,_,27-mai-06,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La constitution de l'empire d'Allemagne""",_,1er étage travée 28 (2)
291,133,1870,Article de journal,Hendrik Hudson,_,Le militarisme allemand pendant la guerre. Le Reichtag. ,Papier,Français,_,23-janv-16,Article de journal. Le sujet correspond au titre.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La constitution de l'empire d'Allemagne""",_,1er étage travée 28 (2)
292,133,1870,Article de journal,_,_,Agir n'est pas s'agiter.,Papier,Français,_,23-janv-16,Article sur Clémenceau et Renaudel.,Correct,_,"Pochette ""L'Allemagne après 1870"" ""La constitution de l'empire d'Allemagne""",_,1er étage travée 28 (2)
