id,epi,travee,tablette,auteur,titre,annee,cote,tome,etat,metrage_ou_commentaire,carton
705,46,2,0,DE VOLMER T.,L'épopée de Jeanne d'Arc,,Non côté,,bon,,86
706,46,2,0,D'HOORE R.,La vraie légende de Jehanne d'Arc,1943,Non côté,,bon,,86
707,46,2,0,DUNAND P.-H.,Histoire de Jeanne d'Arc avec le décret de Rome qui la déclare vénérable,1896,Non côté,,bon,,86
708,46,2,0,LECLER A.,"Dieu et la France ou Jeanne d'Arc, la jeune fille inspirée",1862,Non côté,,bon,,86
709,46,2,0,DE MONTGON A.,Jeanne d'Arc,1936,Non côté,,bon,,86
712,46,2,0,ROY M. J. E.,Histoire de Jeanne d'Arc,,Non côté,,bon,,86
713,46,2,0,BRAUDEL F.,"Civilisation matérielle, économie et capitalisme, XVè-XVIIIè siècle tome 1: Les structures du quotidien, le possible et l'impossible",1979,Non côté,,bon,,86
714,46,2,0,BRAUDEL F.,"Civilisation matérielle, économie et capitalisme, XVè-XVIIIè siècle tome 2: Les jeux de l'échange",1979,Non côté,,bon,,86
715,46,2,0,BRAUDEL F.,"Civilisation matérielle, économie et capitalisme, XVè-XVIIIè siècle tome 3: Le temps du monde",1979,Non côté,,bon,,86
716,46,2,0,LANDRY A.,"Essai économique sur les mutations des monnaies dans l'ancienne France, de Philippe Le Bel à Charles VII",1969,Non côté,,bon,,86
717,46,2,0,LLOYD A.,The hundred years war,1977,Non côté,,bon,,86
718,46,2,0,DUPUY M.,Le chaos d'où sortit la France: le temps des Armagnacs et des Bourguignons 1380 - 1435,1980,Non côté,,bon,,86
719,46,2,0,PIETRI L.,Le monde et son histoire III: Epoques médiévales (Vè - XVè siècle),1971,Non côté,,bon,,86
720,46,2,0,JUBAULT P.,D'Azincourt à Jeanne d'Arc (1415 - 1430),1969,Non côté,,bon,,86
721,46,2,0,DONCOEUR (père),Le mystère de la passion de Jeanne d'Arc (1430 - 1431),1930,Non côté,,bon,,86
722,46,2,0,JACOB P. L.,"Recueil de farces, soties et moralités du quinzième siècle",1882,Non côté,,bon,,86
723,46,2,0,CALMETTE J.,Les dernières étapes du Moyen Âge français,1944,Non côté,,bon,,86
724,46,2,0,DANIEL P. G.,"Abrégé de l'histoire de France, depuis l'établissement de la monarchie française dans les Gaules",1731,Non côté,,bon,photocopie,86
725,46,2,0,THISSE-DEROUETTE R.,Danses populaires de Wallonie fascicule 6,1963,Non côté,,bon,,86
726,46,2,0,THISSE-DEROUETTE R.,Danses populaires de Wallonie fascicule 6,1963,Non côté,,bon,,86
727,46,2,0,THISSE-DEROUETTE R.,Danses populaires de Wallonie fascicule 5,1962,Non côté,,bon,,86
728,46,2,0,THISSE-DEROUETTE R.,Danses populaires de Wallonie fascicule 5,1962,Non côté,,bon,,86
729,46,2,0,THISSE-DEROUETTE R.,Danses populaires de Wallonie fascicule 4,1962,Non côté,,bon,,86
730,46,2,0,THISSE-DEROUETTE R.,Danses populaires de Wallonie fascicule 4,1962,Non côté,,bon,,86
731,46,2,0,,"Les sites mosans de Lucas I et Martin I Van Valckenborch, essai d'identification",1954,Non côté,,bon,,86
732,46,2,0,GUIRAUD J.,"Histoire partiale, histoire vraie tome 1: des origines à Jeanne d'Arc",1911,Non côté,,bon,,86
733,46,2,0,GUIRAUD J.,"Histoire partiale, histoire vraie tome 2: Moyen Age - Renaissance - Réforme",1912,Non côté,,bon,,86
734,46,2,0,GUIRAUD J.,"Histoire partiale, histoire vraie tome 3: L'Ancien Régime (XVIIè - XVIIIè siècles) (1ère partie)",1914,Non côté,,bon,,86
735,46,2,0,GUIRAUD J.,"Histoire partiale, histoire vraie tome 3: L'Ancien Régime (XVIIè - XVIIIè siècles) (2ème partie)",1917,Non côté,,bon,,86
736,46,2,0,KRYNEN J.,Idéal du prince et pouvoir royal en France à la fin du Moyen Age (1380 - 1440),1981,Non côté,,bon,,86
737,46,2,0,VAULTIER R.,Le folklore pendant la guerre de Cent Ans et après Les lettres de rémission du trésor des Chartes,1965,Non côté,,bon,,86
738,46,2,0,CONTAMINE P.,L'oriflamme de Saint-Denis aux XIVè et XVè siècles,1975,Non côté,,bon,,86
739,46,2,0,"ALLARD G.-H., CHAPUT B., GAGNON C., GAGNON F.-M., GOULET J., PARADIS A., ROY B., St-JACQUES R. et SUTTO C.",Aspects de la marginalité au Moyen Age,1975,Non côté,,bon,,86
740,46,2,0,POWER E.,Les femmes au Moyen Age,1979,Non côté,,bon,,86
741,46,2,0,PERNOUD R.,La femme au temps des cathédrales,1980,Non côté,,bon,,86
742,46,2,0,,The age of chivalry,1969,Non côté,,bon,,86
743,46,1,0,PERNOUD R.,Les grandes figures de l'histoire: Jeanne d'Arc par elle-même et par ses témoins,1983,Non côté,,bon,,85
744,46,1,0,BERGOT R.,Jeanne d'Arc,1901,Non côté,,bon,,85
745,46,1,0,CHAMPION P.,Vie de Charles d'Orléans (1394 - 1465),1969,Non côté,,bon,,85
746,46,1,0,CHAVANNE (lieutenant - colonel),"Un coin de vieille France ""Vaucouleurs""",1923,Non côté,,bon,,85
747,46,1,0,LE GOFF J.,Les intellectuels au Moyen Age,1985,Non côté,,bon,,85
748,46,1,0,FORD C.,Le cinéma au service de la foi,1953,Non côté,,bon,,85
749,46,1,0,LHANDE P.,Carillons de fête,1933,Non côté,,bon,,85
750,46,1,0,ESQUIER G.,"Ceux qui croyaient au Ciel, l'histoire des saints de France",1985,Non côté,,bon,,85
751,46,1,0,ANGE M.,Vie de la Bienheureuse Jeanne d'Arc,1909,Non côté,,bon,,85
752,46,1,0,GENICOT L.,Les lignes de faîte du Moyen Âge,1975,Non côté,,bon,,85
753,46,1,0,PERNOUD R.,Les saints au Moyen Age: la sainteté d'hier est-elle pour aujourd'hui?,1984,Non côté,,bon,,86
754,46,1,0,PERNOUD R.,Les saints au Moyen Age: la sainteté d'hier est-elle pour aujourd'hui?,1984,Non côté,,bon,,86
755,46,1,0,LAFONTAINE A.,Jehan Gerson (1363 - 1429),1906,Non côté,,bon,,85
756,46,1,0,ROCOLLE P.,Un prisonnier de guerre nommé Jeanne d'Arc,1982,Non côté,,bon,,85
757,46,1,0,BASTAIRE J.,Pour Jeanne d'Arc,1979,Non côté,,bon,,85
758,46,1,0,COLLET (lieutenant-colonel),Vie militaire de Jeanne d'Arc,1919,Non côté,,bon,,85
759,46,1,0,AMBELAIN R.,Drames & secrets d'histoire 1306 - 1643,1981,Non côté,,bon,,85
760,46,1,0,ORDIONI P.,Le pouvoir militaire en France de Charles VII à Charles de Gaulle tome 1: de Jeanne d'Arc à Bazaine,1981,Non côté,,bon,,85
761,46,1,0,ORDIONI P.,Le pouvoir militaire en France de Charles VII à Charles de Gaulle tome 2: de la Commune de Paris à la Libération,1981,Non côté,,bon,,85
762,46,1,0,,"Publications de la faculté des lettres et sciences humaines de Nice: Cuisine, manières de table, régimes alimentaires",1984,Non côté,,bon,,85
764,46,1,0,MORAND F.,"Chronique de Jean Le Févre, seigneur de Saint Rémy tome 2",1881,Non côté,,bon,,85
766,46,1,0,AURY (médecin en chef),La Jeanne,1964,Non côté,,bon,,85
768,46,1,0,GODEFRING F.,Hymnus ad Joannam d'Arc,1887,Non côté,,bon,,85
769,46,1,0,GODEFRING F.,Hymne à Jeanne d'Arc,1887,Non côté,,bon,,85
770,46,1,0,HENRY J.-F.,L'unique et vraie Jeanne d'Arc,,Non côté,,bon,,85
771,46,1,0,DE LA GRASSERIE R.,"Jeanne Darc, poème",1890,Non côté,,bon,,85
772,46,1,0,,Chants historiques populaires,1857,Non côté,,bon,,85
773,46,1,0,SEMET L. C.,"Jeanne d'Arc, poème en dix chants",1832,Non côté,,bon,,85
774,46,1,0,BONVALOT A.,"Jeanne d'Arc, poëme",1837,Non côté,,bon,,85
775,46,1,0,PERNOUD R.,Christian de Pisan,1982,Non côté,,bon,,85
776,46,1,0,DESERMOISE P.,Jeanne d'Arc et la mandragore tome 1: Les drogues et l'inquisition,1983,Non côté,,bon,,85
777,46,1,0,LAMPAERT M.,Jeanne d'Arc in het zoeklicht van de kritiek,1977,Non côté,,bon,,85
778,46,1,0,"DONCOEUR P., LANHERS S. J. et Y.",Instrument public des sentences portées les 24 et 30 mai 1431 par Pierre Cauchon et Jean Le Maitre contre Jeanne La Pucelle,1954,Non côté,,bon,,85
779,46,1,0,DONCEUR P.,La minute française des interrogatoires de Jeanne La Pucelle,1952,Non côté,,bon,,85
780,46,1,0,JOUET R.,et la Normandie devint française,1983,Non côté,,bon,,85
781,46,1,0,CLIN M.-V.,Jeanne d'Arc,1983,Non côté,,bon,,85
782,46,1,0,AVELINE C.,Petite histoire de la Charité,1924,Non côté,,bon,,85
783,46,1,0,MORPHY M.,"Histoire nationale de Jeanne d'Arc, récit patriotique inédit",,Non côté,,bon,,85
784,46,1,0,LAIGLE M.,Le livre des trois vertus de Christine de Pisan et son milieu historique et littéraire,1912,Non côté,,bon,,85
786,46,1,0,NETTER D.,Jeanne d'Arc,1983,Non côté,,bon,,85
787,46,1,0,DELAYE-DIDIER-DELORME H.,Sainte Jeanne d'Arc,1961,Non côté,,bon,,85
788,46,1,0,GREGOIRE D.,"Ultimes lettres de l'evêque Pierre Cauchon, juge de Jeanne",1984,Non côté,,bon,,85
789,46,1,0,,Revue des questions historiques tome 10,1871,Non côté,,bon,,85
790,46,1,0,HUIZINGA J.,The waning of the middle ages,1976,Non côté,,bon,,85
791,46,1,0,,Nouvelle bibliothèque populaire: Les poètes de Jeanne d'Arc,,Non côté,,bon,,85
793,46,1,0,HUIZINGA J.,Le déclin du Moyen Age,1932,Non côté,,bon,,85
794,46,1,0,WARNER M.,"Joan of Arc, the image of female heroism",1981,Non côté,,bon,,85
795,46,1,0,OURCEL R.,Le procès de condamnation de Jeanne d'Arc,1953,Non côté,,bon,,85
796,46,1,0,OURSEL R.,Le procès de réhabilitation de Jeanne d'Arc,1954,Non côté,,bon,,85
797,46,1,0,,Annuaire de la société d'archéologie de Bruxelles tome 18,1907,Non côté,,bon,,84
798,46,1,0,,Annuaire de la société d'archéologie de Bruxelles tome 19,1908,Non côté,,bon,,84
799,46,1,0,,Annuaire de la société d'archéologie de Bruxelles tome 20,1909,Non côté,,bon,,84
800,46,1,0,,Annuaire de la société d'archéologie de Bruxelles tome 21,1910,Non côté,,bon,,84
801,46,1,0,,Annuaire de la société d'archéologie de Bruxelles tome 22,1911,Non côté,,bon,,84
802,46,1,0,,Annuaire de la société d'archéologie de Bruxelles tome 25,1914,Non côté,,bon,,84
803,46,1,0,,Annuaire de la société d'archéologie de Bruxelles tome 26,1925,Non côté,,bon,,84
804,46,1,0,,Bulletin musées des royaux d'art et d'histoire n°2,1935,Non côté,,bon,,84
805,46,1,0,DUNAND P.-H.,Cinquième centenaire dela naissance de Jeanne d'Arc: Les visions et apparitions de la bienheureuse racontées par elle-même,1911,Non côté,,bon,,84
806,46,1,0,DE WITT,Les chroniques de J. Froissart,1881,Non côté,,bon,,84
807,46,1,0,PERNOUD R.,Jeanne & Thérèse,1984,Non côté,,bon,,85
808,46,1,0,CLERISSAC H.,La mission de Sainte Jeanne d'Arc,1983,Non côté,,bon,,85
809,46,1,0,GACHE P.,Sainte Jeanne d'Arc à Vaucouleurs,1982,Non côté,,bon,,85
810,46,1,0,DUBY G. et A.,Les procès de Jeanne d'Arc,1973,Non côté,,bon,,85
811,46,1,0,FORGEOT H.,"Bibliothèque de l'école des hautes études: Jean Balue, cardinal d'Angers (1421 - 1491)",1895,Non côté,,bon,,85
812,46,1,0,CALMETTE J.,Jeanne d'Arc,1950,Non côté,,bon,,85
813,46,1,0,MORAND P.,"Les reines de France: Isabeau de Bavière, femme de Charles VI, histoire tragique",1938,Non côté,,bon,,84
814,46,1,0,KRIER J.,"La Jeanne d'Arc est rouillée, les enfants de la Lorraine et les choses de la vie",1979,Non côté,,bon,,84
815,46,1,0,MAURICE A.,"Un grand patriote: Thomas Basin, éveque de Lisieux né à Caudebec-en-Caux",1953,Non côté,,bon,,84
816,46,1,0,PERNOUD R.,Jeanne d'Arc,1981,Non côté,,bon,,84
817,46,1,0,CLERISSAC H.,La mission de Sainte Jeanne d'Arc,1983,Non côté,,bon,,84
818,46,1,0,JOHANNET R.,Eloge du bourgeois français,1924,Non côté,,bon,,84
819,46,1,0,GIES F.,"Joan of Arc, the legend and the reality",1981,Non côté,,bon,,84
820,46,1,0,LOCK F.,Jeanne d'Arc 1429 - 1431,,Non côté,,bon,,84
821,46,1,0,LEFILS F.,Histoire de la ville du Crotoy et de son château,1980,Non côté,,bon,,84
822,46,1,0,ROBOLSKY H. (docteur),"Jeanne d'Arc, episode aus der Histoire de ducs de Bourgogne",1856,Non côté,,bon,,84
823,46,1,0,,Le journal de Marie-Edmée,1891,Non côté,,bon,,84
824,46,1,0,DELALANDE E.,De l'esthétique du vitrail,1893,Non côté,,bon,Dans pochette papier,84
825,46,1,0,,"Le tombeau de Jeanne d'Arc, almanach patriotique pour 1900",1900,Non côté,,bon,84,
826,46,1,0,,"Le tombeau de Jeanne d'Arc, almanach patriotique pour 1900",1900,Non côté,,bon,84,
827,46,1,0,BOTREL T.,Le cur de Jeanne d'Arc,,Non côté,,bon,84,
828,46,1,0,PIERRE (evêque),Concours pour l'exécution de Vitraux,1892,Non côté,,bon,84,
829,46,1,0,,Almanach national de Jeanne d'Arc,1891,Non côté,,bon,84,
830,46,1,0,,Almanach national de Jeanne d'Arc,1891,Non côté,,bon,84,
831,46,1,0,COCHET G.,L'uvre d'art: les vitraux de l'école des Beaux-Arts,,Non côté,,bon,84,
832,46,1,0,BATAILLE H.,Vaucouleurs,1935,Non côté,,bon,,84
833,46,1,0,,Calendrier de Jeanne d'Arc,1897,Non côté,,bon,,84
834,46,1,0,,Almanach national de Jeanne d'Arc,1891,Non côté,,bon,,84
835,46,1,0,EUDES E.,"Cosmos, revue des sciences: Armures et chevaux de Jeanne d'Arc",1893,Non côté,,bon,,84
836,46,1,0,DELAFOREST G.,Scènes et légendes,1887,Non côté,,bon,,84
837,46,1,0,GAUDIN F.,"A propos du concours des vitraux de Jeanne d'Arc, réponse à l'article de M. Ed. Didron",1894,Non côté,,bon,,
838,46,1,0,EUDES E.,"Cosmos, revue des sciences: Les vitraux de la vie de Jeanne d'Arc pour la cathédrale d'Orléans",1893,Non côté,,bon,,84
839,46,1,0,,"Voix de Jeanne d'Arc, bulletin mensuel de l'uvre de la prière pour l'armée et du monument national de Domrémy",1891,Non côté,,bon,,84
840,46,1,0,,Gynevera de le clare donne di Joanne Sabadino de li arienti a cura di Corrado Ricci e A. Bacchi Della Lega,1888,Non côté,,bon,photos dans enveloppe,84
842,46,1,0,,La plume et l'épée: La pucelle Jeanne,1907,Non côté,,bon,,84
844,46,1,0,,"Compendium vitae virtutum et miraculorum necnon actorum in causa canonizationis Ionnae de Arc, puellae aurelianensis nuncupatae",1920,Non côté,,bon,,84
845,46,1,0,,Semaine Jeanne d'Arc à Nancy,1954,Non côté,,bon,,84
846,46,1,0,CRISTIANI L.,Les origines de Jeanne d'Arc,,Non côté,,bon,,84
847,46,1,0,,Cérémonies du cinquième centenaire de Jeanne d'Arc célébré à Orléans,1929,Non côté,,bon,,84
848,46,1,0,,Almanach national de Jeanne d'Arc,1891,Non côté,,bon,,84
849,46,1,0,DIDERRICH A.,Une énigme historique: Jeanne d'Arc ou Jeanne des Armoises,1947,Non côté,,bon,,84
850,46,1,0,,Semaine Jeanne d'Arc à Nancy,1954,Non côté,,bon,,84
851,46,1,0,,Société de recherches historiques et folkloriques du Brabaut: le folklore brabançon,1939,Non côté,,bon,,84
852,46,1,0,DIGOT P. (baron),La chevalerie lorraine 1000 - 1665,1887,Non côté,,bon,,84
853,46,1,0,BOUCHER DE MOLANDON,"Mémoires de la société archéologique et historique de l'Orléanais tome 20: Jacques d'Arc, père de la pucelle",1885,Non côté,,bon,,84
854,46,1,0,LONGUEVILLE C. F.,La famille paternelle de Jeanne d'Arc est-elle originaire d'Arc-en-Barrois?,1958,Non côté,,bon,,84
855,46,1,0,MOREL H.,La noblesse de la famille de Jeanne d'Arc au XVIè siècle,1972,Non côté,,bon,,84
857,46,1,0,VALLET DE VIRIVILLE A.,"Nouvelles recherches sur la famille et sur le nom de Jeanne Darc, dite la pucelle d'Orléans",1854,Non côté,,bon,84,
859,46,1,0,DUMAST P. G.,De la véritable orthographe du nom de Jeanne d'Arc,1856,Non côté,,bon,84,
860,46,1,0,,Doit-on écrire Jeanne d'Arc ou Jeanne Darc?,1882,Non côté,,bon,84,
861,46,1,0,RENARD A.,L'état civil de Jeanne d'Arc,1879,Non côté,,bon,Dans pochette papier,84
863,46,1,0,,Bulletin de la société archéologique de l'Orléanais: Vidimus d'une charte de Charles VII,1860,Non côté,,bon,84,
864,46,1,0,BOUILLEVAUX C.-E.,"Revue des sociétés savantes: Quelques documents sur la famille de Jeanne d'Arc, la pucelle d'Orléans",1877,Non côté,,bon,84,
865,46,1,0,DOINEL J.,"Mémoire de la société historique de l'Orléanais: Nouveaux documents sur Jean du Lys, neveu de Jeanne d'Arc",1880,Non côté,,bon,84,
866,46,1,0,DE MALEISSYE C. (comte),La famille de Jeanne d'Arc,1897,Non côté,,bon,84,
867,46,1,0,,Jeanne d'Arc était-elle Italienne?,1909,Non côté,,bon,84,
868,46,1,0,VIVENOT L. (abbé),"Le livre de toutes les Mamans! Isabelle de Vouthon, noble mère de Sainte Jeanne d'Arc (1380 - 1458)",1882,Non côté,,bon,,84
869,46,1,0,CHOUX J.,Une taque aux armes des familles de Sandrecourt et du Lys,1968,Non côté,,bon,,84
870,46,1,0,LEMERCIER DE MORIERE,Recherches sur la famille des armoises et en particulier sur la branche de Neuville,1881,Non côté,,bon,,84
871,46,1,0,JAURES J.,L'armée nouvelle,1915,Non côté,,bon,,84
872,46,1,0,BONNEFIN A.,Sacre des rois de France,1987,Non côté,,bon,,84
873,46,1,0,ANDRE F.,"Les dessous de l'histoire: la vérité sur Jeanne d'Arc, ses ennemis, ses auxiliaires, sa mission",1895,Non côté,,bon,,84
874,46,1,0,WINWAR F.,Jeanne d'Arc,1948,Non côté,,bon,,84
875,46,1,0,EUDE E.,Revue des études historiques: l'itinéraire parisien de Jeanne d'Arc en la journée du 8 septembre 1429,1916,Non côté,,bon,,84
876,46,1,0,Musée Bargoin,Nos ancêtres les Gaulois,1980,Non côté,,bon,,84
877,46,1,0,,En France après Jeanne d'Arc,1981,Non côté,,bon,,84
878,46,1,0,FINO J.-F.,Forteresses de la France médiévale,1977,Non côté,,bon,,84
879,46,1,0,OBEY A.,"La fenêtre pièce en 1 acte, Les retrouvailles pièce en 1 acte",1983,Non côté,,bon,,84
880,46,1,0,COLIN P.,Les ducs de Bougorgne,1941,Non côté,,bon,,84
881,46,1,0,MAQUET F.,"Jehanne La Pucelle: l'histoire, les documents",1982,Non côté,,bon,,84
882,46,1,0,TRYSTRAM F.,"moi, Jeanne obéissance",1984,Non côté,,bon,,84
883,46,1,0,SOYEZ J.-M.,"Quand les Anglais vendangeaient l'Aquitaine, d'Aliénor à l'Aquitaine",1978,Non côté,,bon,,84
885,46,1,0,ELGERS P.,"Jungfrau Johanna, historischer Roman",1975,Non côté,,bon,,84
886,46,1,0,"DONCOEUR P., LANHERS S. J. et Y.","Documents et recherches relatifs à Jeanne La Pucelle tome 3: La réhabilitation de Jeanne La Pucelle, l'enquête ordonnée par Charles VII en 1450 et le codicille de Guillaume Bouillé",1956,Non côté,,bon,,84
887,46,1,0,"DONCOEUR P., LANHERS S. J. et Y.","Documents et recherches relatifs à Jeanne La Pucelle tome 4: La réhabilitation de Jeanne La Pucelle, l'enquête du Cardinal D'Estouteville en 1452",1958,Non côté,,bon,,84
888,46,1,0,"DONCOEUR P., LANHERS S. J. et Y.","Documents et recherches relatifs à Jeanne La Pucelle tome 5: La réhabilitation de Jeanne La Pucelle, la rédaction épiscopale du procès de 1455 - 1456",1961,Non côté,,bon,,84
889,46,1,0,,Chants populaires en l'honneur de Jeanne d'Arc,1895,Non côté,,bon,,84
890,46,1,0,,Revue historique Ardennoise - bibliographie,1910,Non côté,,bon,,85
891,44,2,0,MALASSAGNE P.-L. (abbé),"La vénérable Jeanne d'Arc, libératrice de la France",1904,Non côté,,bon,,93
892,44,2,0,LIGER A.,Jeanne d'Arc,1898,Non côté,,bon,,93
893,44,2,0,BOUTHORS L. (abbé),La vénérable Jeanne d'Arc,1895,Non côté,,bon,,93
894,44,2,0,,"Ionnae Darciae Obsidionis Aurelianae liberatricis res gestae, imago, & iudicium",1883,Non côté,,bon,,93
895,44,2,0,PORCHAT J.,La vie et la mort de Jeanne d'Arc racontées à la jeunesse,1882,Non côté,,bon,,93
896,44,2,0,JEGLOT C.,Jeanne d'Arc,,Non côté,,bon,,93
897,44,2,0,DUPONT J.,Ste Jeanne d'Arc,1922,Non côté,,bon,,93
898,44,2,0,LEROY O.,"Sainte Jeanne d'Arc, son esprit - sa vie",1957,Non côté,,bon,,93
899,44,2,0,FABRE L.,Jeanne d'Arc,1977,Non côté,,bon,,93
900,44,2,0,JEANNE E.,L'image de la Pucelle d'Orléans dans la littérature historique française depuis Voltaire,1935,Non côté,,bon,,93
901,44,2,0,LEOPOLD DE CHERANCE P.,Jeanne d'Arc l'héroïne,1911,Non côté,,bon,,93
902,44,2,0,DRAGOMIROV (général),Jeanne d'Arc,1899,Non côté,,bon,,93
903,44,2,0,GRISEL R.,Présence de Jeanne d'Arc,1956,Non côté,,bon,,93
904,44,2,0,LABUTTE A.,Jeanne d'Arc: sa vocation - sa mission - sa mort,1866,Non côté,,bon,,94
907,44,2,0,CHARLES-FRANCOIS,Lettre pastorale et mandement de Monseigneur l'évêque de Nancy et de Toul portant communication de la sainteté Leon XIII sur l'abolition de l'esclavage,,Non côté,,bon,,93
912,44,2,0,HUGUET E.,"Jeanne d'Arc, libératrice de la France, conférence",1890,Non côté,,bon,,93
913,44,2,0,D'ESTAILLEUR-CHANTERAINE P.,Jeanne d'Arc,1919,Non côté,,bon,,93
914,44,2,0,JEGLOT C.,Jeanne d'Arc,,Non côté,,bon,,93
915,44,2,0,MICHELET J.,Jeanne d'Arc (1412 - 1432),,Non côté,,bon,,93
916,44,2,0,MICHELET J.,Jeanne d'Arc (1412 - 1432) avec dix eaux-fortes,1888,Non côté,,bon,,93
917,44,2,0,BACH-SISLEY J.,L'humble et merveilleux évangile de la pucelle,,Non côté,,bon,,93
918,44,2,0,LUC J.-M.,"Fille de Dieu va! Sainte Jeanne d'Arc, la mission éternelle de France",1960,Non côté,,bon,,93
920,44,2,0,,"Colloque d'histoire médiévale: Jeanne d'Arc, une époque, un rayonnement",1982,Non côté,,bon,,93
921,44,2,0,,Les procès politiques: Jeanne Darc 1431,,Non côté,,bon,,93
923,44,2,0,,Semaine Jeanne d'Arc à Nancy,1954,Non côté,,bon,,
924,44,2,0,,La parole est à Jeanne d'Arc,1878,Non côté,,bon,Dans enveloppe kraft,93
925,44,2,0,TOUCHET S. G. (Mgr),"La canonisation de la bienheureuse Jeanne d'Arc, panégyrique de la bienheureuse",1914,Non côté,,bon,93,
926,44,2,0,GAUTHEY L. (abbé),La colombde de la France: discours en l'honneur de Jeanne d'Arc,1894,Non côté,,bon,93,
927,44,2,0,SEJOURNE E. (abbé),"La canonisation de Jeanne d'Arc, état actuel de la cause",1887,Non côté,,bon,93,
928,44,2,0,STANISLAS,Mémorial de la promulgation du décret concernant les deux miracles présentés pour la canonisation de la Bienheureuse Jeanne d'Arc,1919,Non côté,,bon,93,
929,44,2,0,,Annales religieuses du diocèse d'Orléans,1912,Non côté,,bon,93,
930,44,2,0,,Annales religieuses du diocèse d'Orléans,1917,Non côté,,bon,93,
931,44,2,0,,Lettre-circulaire de Mgr l'évêque d'Orléans sur la fête liturgique de la bienheureuse Jeanne d'Arc,1910,Non côté,,bon,93,
932,44,2,0,,Lettre-circulaire de Mgr l'évêque d'Orléans annonçant son départ pour Rome,1911,Non côté,,bon,93,
933,44,2,0,,Annales religieuses du diocèse d'Orléans,1909,Non côté,,bon,93,
934,44,2,0,,Lette pastorale de Mgr l'évêque d'Orléans sur le dernier pèlerinage orléanais à Rome,,Non côté,,bon,93,
935,44,2,0,,Lettre de Mgr l'évêque d'Orléans à sa sainteté le pape Pie X pour demander l'ouverture du procès de canonisation de la Bienheureuse Jeanne d'Arc,1910,Non côté,,bon,93,
936,44,2,0,,Cause orléanaise de la vénérable Jeanne d'Arc,,Non côté,,bon,93,
937,44,2,0,,Annales religieuses du diocèse d'Orléans,1921,Non côté,,bon,93,
938,44,2,0,,"Cause de béatification et de canonisation de la Vénérable Jeanne d'Arc, questions de M. le Postulateur",,Non côté,,bon,93,
939,44,2,0,,"Cause de béatification et de canonisation de la Vénérable Jeanne d'Arc, questions de M. le Postulateur",,Non côté,,bon,93,
940,44,2,0,,France-Album à Jeanne d'Arc,,Non côté,,bon,Dans enveloppe kraft,93
941,44,2,0,DUPUIS F.,"Des uvres littéraires et artistiques inspirées par Jeanne d'Arc, mémoire lu au congrès scientifique d'Orléans",1852,Non côté,,bon,93,
942,44,2,0,AYROLES J.-B.-J.,Jeanne d'Arc et la compagne de Jésus,,Non côté,,bon,93,
943,44,2,0,MICHEL A.,Sainte Jeanne d'Arc et Notre-Dame de Bermont,,Non côté,,bon,93,
944,44,2,0,,Cahiers - Paul Doncoeur,1981,Non côté,,bon,93,
945,44,2,0,,"Séance artistique et musicale organisée avec le concours des patronages, des jeunes gens et jeunes filles de la ville: Jeanne d'Arc, drame en cinq actes",,Non côté,,bon,93,
946,44,2,0,BAUDOT J.,"La vocation de Jeanne d'Arc, pièce en cinq actes",1912,Non côté,,bon,93,
947,44,2,0,ROBINNE R. P. J.,La fresque de Jehanne ou le miracle de mai,1931,Non côté,,bon,93,
948,44,2,0,,Vè centenaire de la mort de Jeanne d'Arc,1931,Non côté,,bon,93,
949,44,2,0,VALIN L.,Place du vieux-marché: reconstitution du pilori et du bucher de Jeanne d'Arc,1919,Non côté,,bon,93,
950,44,2,0,ERMONI V.,Vie de la Bienheureuse Jeanne d'Arc,,Non côté,,bon,93,
951,44,2,0,M. B. G.,"Trois évocations: Jeanne d'Arc, Orléans - Rouen",1921,Non côté,,bon,93,
952,44,2,0,DES GUERROTS G.,"Fêtes de l'union Jeanne d'Arc, allocution prononcée à Bonsecours au pied du monument de Jeanne d'Arc",1913,Non côté,,bon,93,
953,44,2,0,,Une fête à Jehanne d'Arc,1894,Non côté,,bon,93,
954,44,2,0,AURELIEN,La nouvelle bannière de Jeanne d'Arc,1894,Non côté,,bon,93,
955,44,2,0,GEAY,Réception solennelle et érection d'une statue de Jeanne d'Arc,1896,Non côté,,bon,Dans enveloppe kraft,93
956,44,2,0,,"Basilique de Domremy: Jeanne d'Arc, peintures murales par Lionel Royer",,Non côté,,bon,93,
957,44,2,0,,Cantate pour l'inauguration d'une statue de Jeanne d'Arc à Mayenne,1896,Non côté,,bon,93,
958,44,2,0,,"Lettre à son éminence le Cardinal Archevêque de Paris à ses diocésains annonçant, à l'occasion de la fête de Jeanne d'Arc, un projet d'érection à Paris d'une église en l'honneur de la Sainte Pucelle",1923,Non côté,,bon,93,
959,44,2,0,GASNIER F. (curé),Le Glaneur: Souvenir de l'inauguration et de la bénédiction de la statue de Jeanne d'Arc à Patay,1913,Non côté,,bon,93,
960,44,2,0,SCHNEIDER E.,"Sainte Jeanne d'Arc, sa vie",1932,Non côté,,bon,,93
961,44,2,0,GUITTON J.,Jeanne-d'Arc et la critique historique,1954,Non côté,,bon,,93
962,44,2,0,ROUSSEAU G. M.,Jeanne d'Arc la Bienheureuse: son histoire et son temps,,Non côté,,bon,,94
963,44,2,0,HINZELIN E.,Chez Jeanne d'Arc,1904,Non côté,,bon,,94
